Ngày đăng,Loại hình,Địa chỉ,Giá (VND),Diện tích đất (m2),Diện tích sàn (m2),Phòng ngủ,Phòng tắm,Tình trạng nội thất,Giấy tờ pháp lý,Tiêu đề,Mô tả,Lý do loại bỏ,Diện tích
12/08/2025,alley_house,"29/29, Đường Số 4, An Khánh, Hồ Chí Minh",32000000000.0,119.0,248.4,4.0,7.0,unfurnished,certificate,"Bán nhà phố hẻm tại địa chỉ 29/29 Số 4, P. An Khánh, Thủ Đức, TP. Hồ Chí Minh","Bán nhà tại số 29/29, đường số 4, P. An Khánh, Thủ Đức, TP. Hồ Chí Minh   Kết cấu: hầm + trệt + 2 lầu +  sân thượng Diện tích: 119m²   Giá bán: 32 tỷ VNĐ TL",Outlier theo Giá (alley_house),119.0
12/08/2025,alley_house,"108/23 Cộng Hoà, 4, Tân Bình, Hồ Chí Minh",22000000000.0,80.0,244.5,5.0,6.0,unfurnished,certificate,"Bán nhà phố hẻm tại số 107/23 đường Cộng Hoà, phường 12, quận Tân Bình, TP. Hồ Chí Minh","Bán nhà tại địa chỉ 107/23 Cộng Hoà, P.12, Tân Bình, TP. Hồ Chí Minh   Kết cấu: trệt, 3 lầu + sân thượng 🔹 Diện tích: 80m²   🔹 Giá bán: 22 tỷ TL",Outlier theo Giá (alley_house),80.0
11/08/2025,alley_house,"44/11 Đường Phan Xích Long, 16, 11, Hồ Chí Minh",42000000000.0,331.5,481.8,2.0,2.0,partially_furnished,certificate,"Bán nhà phố mặt tiền tại số 44/11 đường Phan Xích Long, Phường 16, Quận 11, TP. Hồ Chí Minh","Bán nhà phố mặt tiền tại 44/11 Phan Xích Long, P.16, Quận 11, TP. Hồ Chí Minh   🟢Diện tích: 331.5m²   🔴Giá bán: 42 tỷ VNĐ   Phù hợp đầu tư hoặc xây mới Liên hệ để biết thêm chi tiết.",Outlier theo Giá (alley_house),331.5
11/08/2025,alley_house,"46-48-50/1 Lạc Long Quân, 3, 11, Hồ Chí Minh",28000000000.0,123.0,240.0,3.0,3.0,partially_furnished,certificate,"Bán nhà phố mặt tiền tại số 46-48-50/1 đường Lạc Long Quân, P.3, Quận 11, TP. Hồ Chí Minh","Bán 3 căn nhà liền kề mặt tiền 46 48 50/1 đường Lạc Long Quân, cách chợ Bình Thới 100, có hẻm hông 2.5m, Chính chủ, công chứng ngay, đang cho thuê 33tr/tháng. Sổ hồng chính chủ, 3 căn, 3 sổ, 3 đồng hồ nước, 3 đồng hồ điện. Diện tích: 6.92x17.5 DTCN: 123m2 DT Sàn: 240m2 Số tầng: 2 tầng, 1 sân thượng Số PN: 3 Số Nhà WC: 3 Giá 28 tỷ",Outlier theo Giá (alley_house),123.0
11/08/2025,alley_house,"19/4C-5C Thạch Thị Thanh, Tân Định, 1, Hồ Chí Minh",27000000000.0,104.4,279.0,4.0,4.0,unfurnished,certificate,"Cần bán nhà phố mặt tiền tại địa chỉ 19/4C-5C Thạch Thị Thanh, Phường Tân Định, Quận 1, TP. Hồ Chí Minh","Bán nhà tại địa chỉ 19/4C-5C Thạch Thị Thanh, P. Tân Định, Quận 1, TP. Hồ Chí Minh   Diện tích: 104.4m²   Giá bán: 27 tỷ TL",Outlier theo Giá (alley_house),104.4
11/08/2025,alley_house,"90/16 Đường Phan Huy Ích, 12, Gò Vấp, Hồ Chí Minh",22000000000.0,185.6,514.6,5.0,6.0,partially_furnished,certificate,"Bán Nhà hẻm 90/16 Đường Phan Huy Ích, 12, Gò Vấp, Hồ Chí Minh","Bán nhà hẻm đường Phan Huy Ích, Phường 12, Quận Gò Vấp   Diện tích: 185.6m²   Giá bán: 21,5 tỷ đồng   Đã có sổ đỏ hợp lệ   Kết cấu: 5 phòng ngủ, 6 vệ sinh   Giá chào: 22 tỷ đồng",Outlier theo Giá (alley_house),185.6
08/08/2025,alley_house,"196/2a, Tô Hiệu, Phú Thạnh, Hồ Chí Minh",19500000000.0,166.2,361.3,4.0,5.0,unfurnished,certificate,Bán - Nhà hẻm ,"Bán nhà phố hẻm tại địa chỉ 196/2a Tô Hiệu, P. Hiệp Tân, Tân Phú, TP. Hồ Chí Minh   Diện tích: 160m²   Kết cấu: 4 tầng Giá bán: 19.5 tỷ đồng",Outlier theo Giá (alley_house),166.2
08/08/2025,alley_house,"117/5 Đường Cách Mạng Tháng Tám, 7, Tân Bình, Hồ Chí Minh",48000000000.0,240.7,290.6,4.0,2.0,unfurnished,certificate,"Bán Nhà hẻm 117/5 Đường Cách Mạng Tháng Tám, 7, Tân Bình, Hồ Chí Minh","Bán nhà tại 117/5 Cách Mạng Tháng Tám, P.7, Tân Bình, TP. Hồ Chí Minh   🟢Diện tích: 240,7m²  (nở hậu 14.2m) 🔵Giá bán: 48 tỷ TL",Outlier theo Giá (alley_house),240.7
31/07/2025,alley_house,"173/138 Khuông Việt , Phú Trung, Tân Phú, Hồ Chí Minh",19000000000.0,155.7,621.7,25.0,25.0,partially_furnished,certificate,"Bán Nhà hẻm 93 Đường Trần Tấn, Tân Sơn Nhì, Tân Phú, Hồ Chí Minh","BÁN NHÀ TRỌ 2 MẶT TIỀN – 2 SỔ – 1 GIÁ – 25 PHÒNG – THU NHẬP NGẬP MẶT! Địa chỉ siêu VIP: 173/138 + 341/47/2 Khuông Việt, P. Phú Trung, Q. Tân Phú 1 lần mua – 2 căn nhà – 2 sổ riêng – 25 phòng trọ – 90 triệu/tháng  Diện tích khuôn viên: 156 m² Mặt trước: 8m x 15,3m; Mặt sau: 4,8m x 11,4m Kết cấu 4 tầng, tổng diện tích sàn sử dụng lên đến 622 m² Điện năng lượng mặt trời áp mái; Vị trí đắt địa: Gần chợ Phú Bình, giáp Quận 11, khu dân cư đông đúc Pháp lý: Sổ hồng riêng từng căn  Chỉ 19 tỷ TL",Outlier theo Giá (alley_house),155.7
30/07/2025,alley_house,"337/11-13-15  Lê Văn Sỹ, 1, Tân Bình, Hồ Chí Minh",41000000000.0,80.1,247.5,22.0,22.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 337/11-337/13-337/15 Lê Văn Sỹ, P.1, Tân Bình, TP. Hồ Chí Minh","Bán nhà phố hẻm tại địa chỉ 337/11-337/13-337/15 Lê Văn Sỹ, P.1, Tân Bình, TP. Hồ Chí Minh   - Diện tích: 80.1m²   - Kết cấu: 4 tầng - Có 22 phòng CHDV đang khai thác - Giá bán: 41 tỷ VNĐ",Outlier theo Giá (alley_house),80.1
29/07/2025,alley_house,"242/121, Đường Nguyễn Thiện Thuật, Bàn Cờ, Hồ Chí Minh",23000000000.0,73.5,301.82,2.0,3.0,unfurnished,certificate,"Bán nhà phố hẻm tại số 242/121 Nguyễn Thiện Thuật, phường 3, Quận 3, TP. Hồ Chí Minh","Bán nhà phố hẻm tại số 242/121 Nguyễn Thiện Thuật, phường 3, Quận 3, TP. Hồ Chí Minh   🟢 Diện tích: 73,5m²   🟢 Kết cấu: 3 tầng 🔵 Giá bán: 23 tỷ TL",Outlier theo Giá (alley_house),73.5
29/07/2025,alley_house,"106/37, Đường Bình Lợi, Bình Lợi Trung, Hồ Chí Minh",19500000000.0,97.2,0.0,3.0,3.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại số 106/37 đường Bình Lợi, phường 13, quận Bình Thạnh, TP. Hồ Chí Minh","Bán nhà tại số 106/37 Bình Lợi, P.13, Bình Thạnh, TP. Hồ Chí Minh   Kết cấu: 1 trệt, 1 lững, 2 lầu + sân thượng 🟢Diện tích: 97.2m²   🔵Giá bán: 19,5 tỷ TL",Outlier theo Giá (alley_house),97.2
29/07/2025,alley_house,"202/10, Đường Hồ Văn Huê, Đức Nhuận, Hồ Chí Minh",21000000000.0,96.4,278.5,4.0,4.0,partially_furnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 202/10 Hồ Văn Huê, phường 9, quận Phú Nhuận, TP. Hồ Chí Minh","Bán nhà phố hẻm tại 202/10 Hồ Văn Huê, P.9, Phú Nhuận, TP. Hồ Chí Minh   Diện tích: 96.4m²   Giá bán: 21 tỷ VNĐ TL Kết cấu 1 trệt 2 lầu, hẻm thoáng rộng 4m  Phù hợp ở hoặc đầu tư",Outlier theo Giá (alley_house),96.4
29/07/2025,alley_house,"391/40, Đường Sư Vạn Hạnh, Hòa Hưng, Hồ Chí Minh",29000000000.0,80.0,155.9,14.0,15.0,furnished,certificate,Bán Nhà hẻm ,"🏨 BÁN KHÁCH SẠN HẺM XE HƠI – SƯ VẠN HẠNH, Q10 🏨 📍 Địa chỉ: 391/40 Sư Vạn Hạnh, P.12, Q.10 📐 DT đất: 4x20m | CN: 80,1m² 🏗 Kết cấu: 14 phòng full nội thất 💸 Thu nhập ổn định: ~150 triệu/tháng 🚗 Hẻm rộng 6m – xe hơi vào tận nơi 📍 Vị trí vàng: Cách Vạn Hạnh Mall chỉ 50m – gần trục đường 3/2 (250m) 📜 Pháp lý chuẩn – sổ hồng đầy đủ 💰 Giá bán: 29 tỷ",Outlier theo Giá (alley_house),80.0
28/07/2025,alley_house,"594/5, Đường Điện Biên Phủ, Vườn Lài, Hồ Chí Minh",43000000000.0,163.7,373.9,12.0,12.0,unfurnished,certificate,"Bán biệt thự trong hẻm tại số 594/5 đường Điện Biên Phủ, phường 11, Quận 10, TP. Hồ Chí Minh","Bán biệt thự nằm trong hẻm tại 594/5 Điện Biên Phủ, P.11, Quận 10, TP. Hồ Chí Minh   Kết cấu: Trệt, 2 lầu + mái che thang 🟢Diện tích: 163,7m²   🔴Giá bán: 43 tỷ TL",Outlier theo Giá (alley_house),163.7
28/07/2025,alley_house,"18/13-15, Vườn Chuối, Bàn Cờ, Hồ Chí Minh",25000000000.0,71.8,263.2,6.0,6.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại số 18/13-15 Vườn Chuối, P.4, Quận 3, TP. Hồ Chí Minh","Bán nhà tại 18/13-15 Vườn Chuối, P.4, Quận 3, TP. Hồ Chí Minh   Kết cấu: 1 trệt, 1 lững, 2 lầu Diện tích: 71.8m²   Giá bán: 25 tỷ TL",Outlier theo Giá (alley_house),71.8
28/07/2025,alley_house,"138/1549 Lê Đức Thọ, 15, Gò Vấp, Hồ Chí Minh",21500000000.0,297.0,348.8,3.0,1.0,partially_furnished,certificate,"Bán nhà tại đường Lê Đức Thọ, P.13, Quận Gò Vấp  
Diện tích: 297m²  
Giá bán: 21,5 tỷ đồng","🔹Bán nhà tại đường Lê Đức Thọ, P.13, Quận Gò Vấp   🔹Diện tích: 10.5m x 28.3m (tổng 297m² thổ cư)   🔹Phù hợp xây mới biệt thự, căn hộ dịch vụ, xưởng may   🔹Giá bán: 21,5 tỷ đồng  TL",Outlier theo Giá (alley_house),297.0
28/07/2025,alley_house,"830/4-6, Đường Sư Vạn Hạnh, Hòa Hưng, Hồ Chí Minh",58000000000.0,160.0,327.4,4.0,5.0,unfurnished,certificate,"Bán biệt thự hẻm tại 830/4-6 Sư Vạn Hạnh, P.13, Quận 10, TP. Hồ Chí Minh","Bán biệt thự hẻm tại 830/4-6 Sư Vạn Hạnh, P.13, Quận 10, TP. Hồ Chí Minh   🟢Diện tích: 252m²   🟢kết cấu: 3 tầng 🔴Giá bán: 58.000.000.000 VNĐ",Outlier theo Giá (alley_house),160.0
28/07/2025,alley_house,"14/1/4, Văn Chung, Tân Bình, Hồ Chí Minh",30000000000.0,158.2,0.0,32.0,32.0,unfurnished,certificate,Bán - Nhà hẻm ,"Bán căn hộ dịch vụ nằm trong hẻm tại địa chỉ 14/1/4 Văn Chung, P.13, Tân Bình, TP. Hồ Chí Minh   Diện tích: 158m²   Kết cấu: 5 lầu, sân thượng Giá bán: 30 tỷ TL",Outlier theo Giá (alley_house),158.2
25/07/2025,alley_house,"299/5-299/5A Lý Thường Kiệt, 15, 11, Hồ Chí Minh",120000000000.0,450.0,0.0,1.0,1.0,unfurnished,certificate,"Bán nhà cấp 4 nằm trong hẻm tại địa chỉ 299/5-299/5A Lý Thường Kiệt, P.15, Quận 11, TP. Hồ Chí Minh","Bán nhà cấp 4 trong hẻm tại 299/5-299/5A Lý Thường Kiệt, P.15, Quận 11, TP. Hồ Chí Minh   🟢Diện tích: 450m²   🟢Kết cấu: 1 tầng 🔵Giá bán: 120 tỷ TL",Outlier theo Giá (alley_house),450.0
25/07/2025,alley_house,"698/3/42 Đường Trường Chinh, 15, Tân Bình, Hồ Chí Minh",20000000000.0,246.7,0.0,12.0,12.0,unfurnished,certificate,"Bán Nhà hẻm 698/3/42 Đường Trường Chinh, 15, Tân Bình, Hồ Chí Minh","Bán dãy nhà trọ tại 698/3/42 Trường Chinh, phường 15, Tân Bình Diện tích: 246.7 m2  Kết cấu: 1 tầng - 12 phòng trọ  Đang khai thác cho thuê 35tr/tháng Giá bán: 20 tỷ TL",Outlier theo Giá (alley_house),246.7
25/07/2025,alley_house,"10/3-4, Đường Tân Hưng, Chợ Lớn, Hồ Chí Minh",22000000000.0,97.17,216.32,3.0,3.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại 10/3-4 Tân Hưng, P.12, Quận 5, TP. Hồ Chí Minh","Bán nhà  10/3-4 Tân Hưng, phường 12, q5 Diện tích: 97.2 Kết cấu: 4 tầng Giá bán: 22 tỷ TL",Outlier theo Giá (alley_house),97.17
25/07/2025,alley_house,"20/55, Đường Cô Bắc, Cầu Kiệu, Hồ Chí Minh",19000000000.0,84.2,170.3,3.0,2.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại số 20/55 Cô Bắc, phường 2, quận Phú Nhuận, TP. Hồ Chí Minh","Bán nhà phố trong hẻm tại số 20/55 Cô Bắc, Phường 2, Quận Phú Nhuận, TP. Hồ Chí Minh   Diện tích: 84,2m²   Giá bán: 19.000.000.000 TL",Outlier theo Giá (alley_house),84.2
25/07/2025,alley_house,"618/54 Đường Âu Cơ, 10, Tân Bình, Hồ Chí Minh",84000000000.0,314.0,1774.9,45.0,45.0,unfurnished,certificate,"Bán - Nhà hẻm 618/54 Đường Âu Cơ, 10, Tân Bình, Hồ Chí Minh","Bán tòa nhà căn hộ dịch vụ tại 618/54 Âu Cơ, phường 10, Tân Bình - Diện tích: 314 m2 - Diện tích sử dụng 1774.9 m2 - Kết cấu: trệt 3 lầu sân thượng - Giá bán: 84 tỷ TL",Outlier theo Giá (alley_house),314.0
24/07/2025,alley_house,"93/3D, Đường Trần Tấn, Tân Sơn Nhì, Hồ Chí Minh",31000000000.0,209.4,915.1,27.0,27.0,partially_furnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 93/3D Trần Tấn, P. Tân Sơn Nhì, Quận Tân Phú, TP. Hồ Chí Minh","BÁN NHÀ TRỌ CAO CẤP 27 PHÒNG MẶT TIỀN ĐƯỜNG ĐẶNG THẾ PHONG, P.TÂN SƠN NHÌ, Q.TÂN PHÚ – THU NHẬP 120 TRIỆU/THÁNG Cơ hội đầu tư lợi nhuận với bất động sản có dòng tiền ổn định:  • Diện tích đất: Ngang 6m (nở hậu 14m) x dài 27m = 209,4 m²  • Kết cấu: Hầm – Trệt – Lửng – 3 Lầu – Sân thượng – Mái che thang  • Tổng diện tích sàn sử dụng: Hơn 1.000 m² Công năng:  • Nhà trọ cao cấp 27 phòng, thiết kế đẹp, hiện đại  • Trang bị đầy đủ máy lạnh, nội thất cao cấp, có thang máy  • Đang cho thuê khoán thu nhập 120 triệu/tháng Hướng nhà: Đông Bắc Pháp lý rõ ràng, sổ hồng chính chủ Giá bán: 31 tỷ (Thương lượng chính chủ)",Outlier theo Giá (alley_house),209.4
24/07/2025,alley_house,"698/3/42B, Đường Trường Chinh, Tân Sơn, Hồ Chí Minh",22000000000.0,239.1,0.0,15.0,15.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 698/3/42B Trường Chinh, P.15, Tân Bình, TP. Hồ Chí Minh","Bán nhà phố trong hẻm tại địa chỉ 698/3/42B Trường Chinh, P.15, Tân Bình, TP. Hồ Chí Minh   Diện tích: 239.1m²   Kết cấu:  1 tầng + 15 phòng trọ cho thuê  Giá bán: 22 tỷ  TL",Outlier theo Giá (alley_house),239.1
24/07/2025,alley_house,"284/35, Lê Văn Sỹ, Nhiêu Lộc, Hồ Chí Minh",39000000000.0,197.0,239.6,5.0,4.0,unfurnished,certificate,"Bán nhà phố hẻm tại số 284/35 đường Lê Văn Sỹ, phường 14, Quận 3, TP. Hồ Chí Minh","Bán nhà phố trong hẻm tại 284/35 Lê Văn Sỹ, P.14, Quận 3, TP. Hồ Chí Minh   🔹 Diện tích: 197m²   🔹 Kết cấu:  3 tầng 🔹 Giá bán: 39 tỷ đồng",Outlier theo Giá (alley_house),197.0
24/07/2025,alley_house,"12/17, Đường Cù Lao, Cầu Kiệu, Hồ Chí Minh",26000000000.0,79.0,217.92,5.0,3.0,unfurnished,certificate,"Bán nhà phố hẻm tại số 12/17 Cù Lao, P.2, Quận Phú Nhuận, TP. Hồ Chí Minh","Bán nhà tại 12/17 Cù Lao, P.2, Quận Phú Nhuận, TP. Hồ Chí Minh   Diện tích: 79m²   Giá bán: 26 tỷ VNĐ TL",Outlier theo Giá (alley_house),79.0
24/07/2025,alley_house,"159/9/2, Nguyễn Súy, Phú Thọ Hòa, Hồ Chí Minh",25000000000.0,250.0,436.3,3.0,5.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 159/9/2 Nguyễn Súy, P. Tân Thành, Quận Tân Phú, TP. Hồ Chí Minh","Bán nhà phố trong hẻm tại 159/9/2 Nguyễn Súy, P. Tân Thành, Tân Phú, TP. Hồ Chí Minh   Diện tích: 250m2   Kết cấu: 3 tầng Giá bán: 25 tỷ VNĐ",Outlier theo Giá (alley_house),250.0
24/07/2025,alley_house,"25/12, Đường Cống Quỳnh, Cầu Ông Lãnh, Hồ Chí Minh",19500000000.0,75.6,244.1,5.0,6.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại số 25/12 Cống Quỳnh, phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh","Bán nhà phố hẻm tại 25/12 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh   🟢 Diện tích: 75,6m²   🟢 Kết cấu:  trệt 2 lầu sân thượng 🟢 Hiện tại đang cho thuê làm spa 🔵 Giá bán: 19,5 tỷ VNĐ",Outlier theo Giá (alley_house),75.6
24/07/2025,alley_house,"11/2a, Nguyễn Ư Dĩ, An Khánh, Hồ Chí Minh",55000000000.0,191.4,335.9,4.0,5.0,unfurnished,certificate,Bán Nhà biệt thự ,"Bán nhà tại 11/2A Nguyễn Ư Dĩ, P. Thảo Điền, Thủ Đức, TP. Hồ Chí Minh Gồm 5 phòng ngủ, 6wc, hồ bơi, sân vườn, sân đậu xe hơi Pháp lý sổ hồng hoàn công 🟢Diện tích: 191.4m²   🔴Giá bán: 55 tỷ TL",Outlier theo Giá (alley_house),191.4
24/07/2025,alley_house,"146/5, Võ Thị Sáu, Xuân Hòa, Hồ Chí Minh",20000000000.0,63.4,106.8,2.0,2.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 146/5 Võ Thị Sáu, phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh","Bán nhà 2 tầng tại 146/5 Võ Thị Sáu, quận 3 Diện tích 63.4m2 Giá bán: 20 tỷ TL Tọa lạc ở vị trí thuận lợi, phù hợp cho nhiều mục đích sử dụng",Outlier theo Giá (alley_house),63.4
23/07/2025,alley_house,"69/2/9 - 9A Nguyễn Gia Trí, 25, Bình Thạnh, Hồ Chí Minh",58000000000.0,184.0,815.0,1.0,1.0,unfurnished,certificate,"Bán nhà phố hẻm tại địa chỉ 69/2/9-69/2/9A Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh","Bán nhà phố hẻm tại 69/2/9 - 69/2/9A Nguyễn Gia Trí, P.25, Bình Thạnh, TP. Hồ Chí Minh   🟢Diện tích: 184m²   🟢Kết cấu: 1 hầm 5 tầng 🟢HĐT: 170 triệu/tháng 🔵Giá bán: 58 tỷ VNĐ",Outlier theo Giá (alley_house),184.0
23/07/2025,alley_house,"42/26H Đường Ung Văn Khiêm, 25, Bình Thạnh, Hồ Chí Minh",26000000000.0,112.3,0.0,2.0,2.0,unfurnished,certificate,"Bán nhà phố hẻm tại 42/26H Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh","Bán nhà phố trong hẻm tại 42/26H Ung Văn Khiêm, phường 25, quận Bình Thạnh, TP. Hồ Chí Minh   Diện tích: 112,3m²   Kết cấu: 4 tầng Giá bán: 26 tỷ VNĐ",Outlier theo Giá (alley_house),112.3
23/07/2025,alley_house,"283/15 Phạm Ngũ Lão, Phạm Ngũ Lão, 1, Hồ Chí Minh",23100000000.0,53.58,81.03,3.0,3.0,partially_furnished,certificate,"Bán - Nhà hẻm 283/15 Phạm Ngũ Lão, Phạm Ngũ Lão, 1, Hồ Chí Minh","Bán nhà phố Tây Bùi Viện HXH 283/15 Phạm Ngũ Lão Q1. 💰 Giá Bán: 23,1tỷ 👉 Kết Cấu: Trệt - 2 Lửng - Lầu - 3PN  - 3WC. DT: 4x14 (55m2) - DTSD: 120m2 💃🏼 Nhà 2 Mặt tiền HXH trước sau 5m thông Phạm Ngũ Lão và Đỗ Quang Đẩu. 🤩 Vị trí đắc địa ngay phố đi bộ Bùi Viện và công viên 23/9. Khu ăn chơi sung nhất của giới trẻ và khách du lịch hiện nay. 🌹Cách KS NewWorld + chợ Bến Thành 200m 🌞 Khu vực chuyên KS, tiện kinh doanh mọi ngành nghề: Nails, Spa, Cafe, Bar, Nhà hàng…",Outlier theo Giá (alley_house),53.58
21/07/2025,alley_house,"526/5, Đường Phạm Văn Đồng, Hiệp Bình, Hồ Chí Minh",130000000000.0,550.0,1242.84,35.0,35.0,unfurnished,certificate,"Bán khách sạn mặt tiền tại địa chỉ 526/5 Phạm Văn Đồng, P. Hiệp Bình Chánh, Thủ Đức, TP. Hồ Chí Minh","Cần bán tòa nhà căn hộ dịch vụ Hòa Phát hotel & apartments , nằm gần Gigamall Phạm Văn Đồng trục đường chính Địa chỉ: 526/5 Phạm Văn Đồng, Phường Hiệp Bình Chánh, Tp. Thủ Đức Diện tích đất: 595m² ( lộ giới 67m² ) - ngang 22m ( nở hậu 24m ), dài 25m Khuôn viên đất 2 mặt tiền, đường thuông nhiều hướng Kết cầu 1 trệt 5 lầu, BTCT kiên cố. DTSD khối kiến trúc căn hộ HoàPhat hotel gồm 30-35 phòng với đầy đủ công năng Để lại toàn bộ nội thất cho khách thiện chí giá 130tỷ bao giấy tờ tách thửa bán mỗi căn hộ 69triệu/m². Giá bán: 130 tỷ VNĐ",Outlier theo Giá (alley_house),550.0
21/07/2025,alley_house,"37/17 Nguyễn Minh Hoàng, 12, Tân Bình, Hồ Chí Minh",23500000000.0,77.9,201.5,4.0,5.0,partially_furnished,certificate,"Bán nhà trong hẻm đường Nguyễn Minh Hoàng, phường 12, quận 12 – Giá 23,5 tỷ","🏡 Bán nhà 4 tầng đẹp, ở ngay – Nguyễn Minh Hoàng, Tân Bình 📍 Địa chỉ: 37/17 Nguyễn Minh Hoàng, P. 12, Q. Tân Bình, TP. Hồ Chí Minh 🏠 Kết cấu: 4 tầng, gồm 4 phòng ngủ – 5 vệ sinh, thiết kế hiện đại, không gian thoáng mát. 🌟 Đặc điểm nổi bật: Nhà đẹp, vào ở ngay, nội thất cao cấp – để lại một phần nội thất. Có chỗ đậu xe, sân trước rộng rãi. Khu dân cư an ninh, yên tĩnh, dân trí cao. 📞 Liên hệ ngay để xem nhà và được tư vấn chi tiết!",Outlier theo Giá (alley_house),77.9
21/07/2025,alley_house,"658/56 Cách Mạng Tháng 8, 11, 3, Hồ Chí Minh",34000000000.0,128.3,0.0,6.0,6.0,unfurnished,certificate,"Bán Nhà hẻm 656/55 Cách Mạng Tháng 8, 11, 3, Hồ Chí Minh","Bán nhà phố hẻm tại số 658/56 Cách Mạng Tháng 8, P.11, Quận 3, TP. Hồ Chí Minh   🟢Diện tích: 128m²   🟢Kết cấu: trệt, lửng, 5 lầu 🔵Giá bán: 34 tỷ VNĐ TL",Outlier theo Giá (alley_house),128.3
17/07/2025,alley_house,"2B/1/36, Đường Bạch Đằng, Tân Sơn Hòa, Hồ Chí Minh",27500000000.0,109.9,172.5,3.0,3.0,partially_furnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 2B/1/36 Bạch Đằng, P.2, Tân Bình, TP. Hồ Chí Minh","Bán nhà phố trong hẻm tại 2B/1/36 Bạch Đằng, P.2, Tân Bình, TP. Hồ Chí Minh   Diện tích: 1078.9m²   Kết cấu: 1 trệt 2 lầu  Giá bán: 27.5 tỷ VNĐ 2 mặt tiền cách sân bay 100m",Outlier theo Giá (alley_house),109.9
17/07/2025,alley_house,"173/32, Khuông Việt, Tân Phú, Hồ Chí Minh",21000000000.0,170.0,215.0,2.0,2.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 173/32 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. Hồ Chí Minh","Bán nhà phố trong hẻm tại 173/32 Khuông Việt, phường Phú Trung, quận Tân Phú, TP. Hồ Chí Minh   🟢Diện tích: 170m²   🟢Kết cấu: 2 tầng 🔵Giá bán: 21 tỷ VNĐ",Outlier theo Giá (alley_house),170.0
16/07/2025,alley_house,"175/3/54/10, Hồ Văn Long, Bình Tân, Hồ Chí Minh",20800000000.0,180.0,419.0,20.0,20.0,unfurnished,certificate,"Bán nhà phố hẻm tại địa chỉ 175/3/54/10 Hồ Văn Long, P. Bình Hưng Hòa B, Quận Bình Tân, TP. Hồ Chí Minh","Bán nhà phố trong hẻm tại địa chỉ 175/3/54/10 Hồ Văn Long, P. Bình Hưng Hòa B, Quận Bình Tân, TP. Hồ Chí Minh   🟢Diện tích: 180m²   🟢Kết cấu: 5 tầng 🔵Giá bán: 20.8 tỷ VNĐ",Outlier theo Giá (alley_house),180.0
16/07/2025,alley_house,"165/35, Nghĩa Phát, Tân Hòa, Hồ Chí Minh",23000000000.0,219.5,60.14,4.0,3.0,partially_furnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 165/35 Nghĩa Phát, P.6, Tân Bình, TP. Hồ Chí Minh","Bán nhà phố hẻm tại 165/35 Nghĩa Phát, P.6, Tân Bình, TP. Hồ Chí Minh   Diện tích: 219.5m²   Hiện trạng: trệt lửng lầu  Giá bán: 23 tỷ VNĐ TL",Outlier theo Giá (alley_house),219.5
10/07/2025,alley_house,"24/39, Đường Thủ Khoa Huân, Bến Thành, Hồ Chí Minh",23500000000.0,82.7,159.2,3.0,2.0,unfurnished,certificate,"Bán nhà phố hẻm tại số 24/39 Thủ Khoa Huân, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh","Bán nhà phố hẻm tại 24/39 Thủ Khoa Huân, P. Bến Thành, Quận 1, TP. Hồ Chí Minh   Diện tích: 82.4m²   Kết cấu : trệt + lửng Giá bán: 23.5 tỷ VNĐ",Outlier theo Giá (alley_house),82.7
10/07/2025,alley_house,"38/12, đường Tân Cảng, Thạnh Mỹ Tây, Hồ Chí Minh",22000000000.0,71.4,182.1,2.0,3.0,partially_furnished,certificate,Bán - Nhà hẻm ,"Chủ nhà chính chủ bán nhà hẻm ngõ tại đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh   🔹 Kích thước: 4m x 18m   🔹 Đường/hẻm trước nhà rộng xe hơi ra vào thoải mái   🔹 Cấu trúc: 1 trệt, 2 lầu   🔹 Giá bán: 22 tỷ VNĐ (thương lượng)   🔹 Không tiếp quảng cáo",Outlier theo Giá (alley_house),71.4
